Mhalo Mcent_50 Mcent_16 Mcent_84 Msat_50 Msat_16 Msat_84
17046391696047.846 104098955603.05504 56525638200.18852 154348609108.23242 73312718093.9483 56835436945.43912 86560269894.93187
19005973550756.92 106479288961.97887 58283289227.600975 159305987750.48944 83924151209.72668 64440328145.66451 98997967195.9136
21190820735148.2 108926724434.02715 60197536524.2768 164101459416.9993 95869954321.20068 73073053014.65881 112881123407.36691
23626828808845.992 111623165176.17676 62257362704.89322 168842479752.63535 109269729106.5236 82911942197.31372 128287181766.04765
26342870176642.598 114576035335.96983 64441442315.20094 173495457853.71945 124325906662.25348 94116181283.45241 145455188041.76804
29371136294161.875 117750655428.88707 66709540401.34259 178032253188.5567 141288990457.75427 106849756249.2627 164719916383.21783
32747519212053.438 121073019325.39894 68993057928.69218 182469567683.34592 160465198029.8078 121277936618.4116 186538668492.18607
36512036980910.77 124433715278.29956 71199436729.20079 186875442598.46478 182212776361.9307 137566617686.0057 211480813419.07166
40709307958958.57 127784197376.22972 73283174548.95 191269491435.95248 206856792860.1976 155919568782.16898 239973217136.3432
45389079644166.945 131113681632.74998 75233860276.46657 195683907020.22842 234705266608.63297 176558323645.43964 272359638283.21387
50606818298692.44 134441319615.05743 77077523758.92972 200224333251.2118 266048722217.45883 199701964468.28638 308918743350.71893
56424366354077.37 137833672216.89612 78897840633.59593 205107246831.53424 301136936828.99915 225555671930.31613 349819620446.45
62910675388999.86 141318220484.911 80757906421.12144 210509527658.07562 340312057557.3833 254378480575.29898 395451698099.2361
70142623367078.64 144848290285.61884 82674819389.10472 216513642040.88638 384065923694.1263 286512420437.99506 446587760336.9274
78205925820915.97 148359656778.86877 84687439560.04465 223222328554.2824 432961903683.7777 322342676473.4661 504245083953.5417
87196151782045.06 151770441383.98557 86873935416.04007 230772802149.0646 487644282287.44324 362301869566.08124 569774222403.9576
97219856497932.97 155005564277.20065 89318224159.12401 239290733285.2275 548838433897.8229 406898196908.39404 644656774031.1122
108395844361389.81 158058378740.9263 92009227371.0772 248766644877.03156 617333732565.4412 456774174186.6433 729892443220.0236
120856577021058.02 160994356243.06586 94884502078.87325 259079096801.292 694008157214.1583 512719801916.0786 826234769389.9341
